computeID,SigmaID,Sigma#,DisAxis U,DisAxis V,DisAxis W,DisAngle,Rvec 1,Rvec 2,Rvec 3,BP N1,BP N2,BP N3,planeID,BPFZ A N1,BPFZ A N2,BPFZ A N3,BPFZ B N1,BPFZ B N2,BPFZ B N3,BPFZ Stereo X,BPFZ Stereo Y,A11,A12,A13,A21,A22,A23,A31,A32,A33,B11,B12,B13,B21,B22,B23,B31,B32,B33,numStructsMinimized,minEnergyStructID,minGBenergy,minEnergyStructFname
S9_fcc_N35_1_13_Al_M99_201228,9,9,1,1,0,38.9424413,0.25,0.25,0,35,1,13,S9_fcc_n35_1_13,37,-1,-5,-35,-1,-13,0.067552,0.4298984,2,-5,-5,20,67,-59,35,1,13,-1,-2,-7,-1,88,-25,37,-1,-5,485,1417,556,struct_S9_fcc_N35_1_13_Al_M99_201228.1417.out
S9_fcc_N37_17_5_Al_M99_211122,9,9,1,1,0,38.9424413,0.25,0.25,0,37,17,5,S9_fcc_n37_17_5,37,17,-5,-37,-17,-5,-0,0.1893745,4,-9,1,62,-17,-401,37,17,5,3,-8,-5,-125,170,-347,37,17,-5,631,305,548,struct_S9_fcc_N37_17_5_Al_M99_211122.305.out
S9_fcc_Nn41_n31_20_Al_M99_211122,9,9,1,1,0,38.9424413,0.25,0.25,0,-41,-31,20,S9_fcc_n-41_-31_20,41,31,20,-31,-41,-20,0.2,-0,2,-2,1,1,9,16,-41,-31,20,2,-2,-1,9,1,16,-31,-41,20,387,47,559,struct_S9_fcc_Nn41_n31_20_Al_M99_211122.47.out
S9_fcc_Nn47_29_53_Al_M99_211122,9,9,1,1,0,38.9424413,0.25,0.25,0,-47,29,53,S9_fcc_n-47_29_53,47,-29,53,-15,-3,-75,0.7603978,0.3696567,9,-11,14,989,1135,256,-47,29,53,13,-15,2,373,335,88,-5,-1,25,739,39,432,struct_S9_fcc_Nn47_29_53_Al_M99_211122.39.out
S9_fcc_N41_31_25_Al_M99_201228,9,9,1,1,0,38.9424413,0.25,0.25,0,41,31,25,S9_fcc_n41_31_25,51,21,15,-41,-31,-25,0.196292,0.1388,5,-5,-2,7,23,-40,41,31,25,1,-1,-2,-3,13,-8,17,7,5,2404,79,516,struct_S9_fcc_N41_31_25_Al_M99_201228.79.out
S9_fcc_N59_n41_7_Al_M99_211122,9,9,1,1,0,38.9424413,0.25,0.25,0,59,-41,7,S9_fcc_n59_-41_7,59,-41,-7,-51,33,-39,0.1998531,0.8125756,3,5,4,-199,-215,418,59,-41,7,5,3,4,-5,-133,106,17,-11,-13,732,646,509,struct_S9_fcc_N59_n41_7_Al_M99_211122.646.out
S9_fcc_Nn25_61_1_Al_M99_201228,9,9,1,1,0,38.9424413,0.25,0.25,0,-25,61,1,S9_fcc_n-25_61_1,61,-25,1,-51,15,-39,0.232123,0.623717,5,2,3,181,80,-355,-25,61,1,6,1,1,4,83,-107,-5,17,13,1452,958,511,struct_S9_fcc_Nn25_61_1_Al_M99_201228.958.out
S9_fcc_Nn25_61_19_Al_M99_201228,9,9,1,1,0,38.9424413,0.25,0.25,0,-25,61,19,S9_fcc_n-25_61_19,61,-25,19,-43,7,-53,0.405936,0.542187,5,-2,13,277,140,-85,-25,61,19,10,-7,7,224,193,-127,-7,43,53,1556,143,499,struct_S9_fcc_Nn25_61_19_Al_M99_201228.143.out
S9_fcc_N65_n29_1_Al_M99_201228,9,9,1,1,0,38.9424413,0.25,0.25,0,65,-29,1,S9_fcc_n65_-29_1,65,-29,-1,-55,19,-41,0.2195104,0.6519127,1,2,-7,67,152,53,65,-29,1,-2,5,-5,100,119,79,55,-19,-41,738,211,512,struct_S9_fcc_N65_n29_1_Al_M99_201228.211.out
S9_fcc_Nn67_13_25_Al_M99_211122,9,9,1,1,0,38.9424413,0.25,0.25,0,-67,13,25,S9_fcc_n-67_13_25,67,-13,25,-47,-7,-55,0.3826749,0.405888,5,-5,16,37,133,30,-67,13,25,11,-11,8,61,109,66,-47,-7,55,296,54,496,struct_S9_fcc_Nn67_13_25_Al_M99_211122.54.out
S9_fcc_Nn67_4_7_Al_M99_211122,9,9,1,1,0,38.9424413,0.25,0.25,0,-67,4,7,S9_fcc_n-67_4_7,67,-4,7,-56,-7,-37,0.2082862,0.4016743,1,1,9,29,610,-71,-67,4,7,5,-3,7,62,577,203,-56,-7,37,531,613,564,struct_S9_fcc_Nn67_4_7_Al_M99_211122.613.out
S9_fcc_Nn55_73_13_Al_M99_211122,9,9,1,1,0,38.9424413,0.25,0.25,0,-55,73,13,S9_fcc_n-55_73_13,73,-55,13,-53,35,-67,0.4038763,0.771076,7,1,24,1739,1411,-566,-55,73,13,17,-9,16,1451,1699,-586,-35,53,67,604,39,489,struct_S9_fcc_Nn55_73_13_Al_M99_211122.39.out
S9_fcc_N29_n83_1_Al_M99_211122,9,9,1,1,0,38.9424413,0.25,0.25,0,29,-83,1,S9_fcc_n29_-83_1,83,-29,-1,-71,17,-49,0.2018545,0.5947195,3,1,-4,331,119,278,29,-83,1,1,3,-4,431,19,122,17,-71,-49,593,719,518,struct_S9_fcc_N29_n83_1_Al_M99_211122.719.out
S11_fcc_Nn1_1_3_Al_M99_201228,11,11,1,1,0,50.4788036,0.3333333,0.3333333,0,-1,1,3,S11_fcc_n-1_1_3,1,-1,3,1,-1,-3,1,0,-1,-4,1,13,-2,5,-1,1,3,-1,-4,-1,13,-2,-5,1,-1,3,1598,4240,151,struct_S11_fcc_Nn1_1_3_Al_M99_201228.4240.out
S11_fcc_Nn1_n1_0_Al_M99_201228,11,11,1,1,0,50.4788036,0.3333333,0.3333333,0,-1,-1,0,S11_fcc_n-1_-1_0,1,1,0,-1,-1,0,0,0,3,-3,2,-1,1,3,-1,-1,0,3,-3,-2,1,-1,3,-1,-1,0,78,162,515,struct_S11_fcc_Nn1_n1_0_Al_M99_201228.162.out
S11_fcc_N3_n3_2_Al_M99_210624,11,11,1,1,0,50.4788036,0.3333333,0.3333333,0,3,-3,2,S11_fcc_n3_-3_2,3,-3,-2,-3,3,-2,-0,1,-2,0,3,-9,-13,-6,3,-3,2,0,-2,3,-13,-9,-6,3,-3,-2,956,969,388,struct_S11_fcc_N3_n3_2_Al_M99_210624.969.out
S11_fcc_N2_n2_5_Al_M99_210622,11,11,1,1,0,50.4788036,0.3333333,0.3333333,0,2,-2,5,S11_fcc_n2_-2_5,4,-4,1,-2,2,-5,0.57735,0.816497,-1,-1,0,5,-5,-4,2,-2,5,-1,-1,0,1,-1,-8,4,-4,1,932,1153,378,struct_S11_fcc_N2_n2_5_Al_M99_210622.1153.out
S11_fcc_N1_n1_8_Al_M99_210621,11,11,1,1,0,50.4788036,0.3333333,0.3333333,0,1,-1,8,S11_fcc_n1_-1_8,5,-5,4,-1,1,-8,0.8164966,0.5773503,-1,-1,0,4,-4,-1,1,-1,8,-1,-1,0,2,-2,-5,5,-5,4,704,2996,330,struct_S11_fcc_N1_n1_8_Al_M99_210621.2996.out
S11_fcc_N3_n4_6_Al_M99_210622,11,11,1,1,0,50.4788036,0.3333333,0.3333333,0,3,-4,6,S11_fcc_n3_-4_6,6,-5,0,-4,3,-6,0.389396,0.8260337,6,-6,-7,64,57,6,3,-4,6,0,0,-1,6,5,0,5,-6,0,191,46,467,struct_S11_fcc_N3_n4_6_Al_M99_210622.46.out
S11_fcc_N5_n5_7_Al_M99_210622,11,11,1,1,0,50.4788036,0.3333333,0.3333333,0,5,-5,7,S11_fcc_n5_-5_7,7,-7,-1,-5,5,-7,0.3333333,0.942809,1,-6,-5,67,32,-25,5,-5,7,-3,-2,-7,47,52,-35,7,-7,-1,2114,3710,397,struct_S11_fcc_N5_n5_7_Al_M99_210622.3710.out
S11_fcc_N7_4_1_Al_M99_210624,11,11,1,1,0,50.4788036,0.3333333,0.3333333,0,7,4,1,S11_fcc_n7_4_1,7,4,-1,-7,-4,-1,-0,0.1474768,-1,1,3,1,-2,1,7,4,1,1,-1,3,1,-2,-1,7,4,-1,965,32,489,struct_S11_fcc_N7_4_1_Al_M99_210624.32.out
S11_fcc_Nn9_9_5_Al_M99_201228,11,11,1,1,0,50.4788036,0.3333333,0.3333333,0,-9,9,5,S11_fcc_n-9_9_5,9,-9,5,-3,3,-13,0.727607,0.685994,-1,-1,0,5,-5,18,-9,9,5,-1,-1,0,13,-13,6,-3,3,13,1942,5002,349,struct_S11_fcc_Nn9_9_5_Al_M99_201228.5002.out
S11_fcc_Nn1_n10_3_Al_M99_210624,11,11,1,1,0,50.4788036,0.3333333,0.3333333,0,-1,-10,3,S11_fcc_n-1_-10_3,10,1,-3,-10,-1,-3,0,0.3851704,3,0,1,-1,1,3,-1,-10,3,3,0,-1,1,-1,3,-1,-10,-3,460,561,482,struct_S11_fcc_Nn1_n10_3_Al_M99_210624.561.out
S11_fcc_N8_3_9_Al_M99_201228,11,11,1,1,0,50.4788036,0.3333333,0.3333333,0,8,3,9,S11_fcc_n8_3_9,12,-1,3,-8,-3,-9,0.3285764,0.3485079,0,-3,1,15,-4,-12,8,3,9,0,-3,-1,5,6,-18,12,-1,3,436,1511,476,struct_S11_fcc_N8_3_9_Al_M99_201228.1511.out
S11_fcc_N2_n13_5_Al_M99_210624,11,11,1,1,0,50.4788036,0.3333333,0.3333333,0,2,-13,5,S11_fcc_n2_-13_5,13,-2,-5,-13,2,-5,0,0.536675,8,-3,-11,79,31,49,2,-13,5,0,5,-13,97,13,5,2,-13,-5,1246,1071,496,struct_S11_fcc_N2_n13_5_Al_M99_210624.1071.out
S11_fcc_N8_14_9_Al_M99_210624,11,11,1,1,0,50.4788036,0.3333333,0.3333333,0,8,14,9,S11_fcc_n8_14_9,14,8,9,-8,-14,-9,0.2924495,0,3,-3,2,5,1,-6,8,14,9,3,-3,-2,1,5,-6,14,8,9,664,1488,445,struct_S11_fcc_N8_14_9_Al_M99_210624.1488.out
S11_fcc_N9_n9_17_Al_M99_210622,11,11,1,1,0,50.4788036,0.3333333,0.3333333,0,9,-9,17,S11_fcc_n9_-9_17,15,-15,1,-9,9,-17,0.4685213,0.8834522,6,-11,-9,268,183,-45,9,-9,17,-2,-3,-15,228,223,-75,15,-15,1,1095,1540,389,struct_S11_fcc_N9_n9_17_Al_M99_210622.1540.out
S11_fcc_Nn15_4_1_Al_M99_210622,11,11,1,1,0,50.4788036,0.3333333,0.3333333,0,-15,4,1,S11_fcc_n-15_4_1,15,-4,1,-11,0,-11,0.2842676,0.5025189,-1,-4,1,4,7,32,-15,4,1,-1,-4,-1,2,-1,2,-1,0,1,1045,1121,471,struct_S11_fcc_Nn15_4_1_Al_M99_210622.1121.out
S11_fcc_Nn16_5_15_Al_M99_201228,11,11,1,1,0,50.4788036,0.3333333,0.3333333,0,-16,5,15,S11_fcc_n-16_5_15,16,-5,15,-4,-7,-21,0.657351,0.232409,0,-3,1,25,8,24,-16,5,15,0,-3,-1,35,-2,6,-4,-7,21,1558,2505,358,struct_S11_fcc_Nn16_5_15_Al_M99_201228.2505.out
S11_fcc_N20_n9_17_Al_M99_201228,11,11,1,1,0,50.4788036,0.3333333,0.3333333,0,20,-9,17,S11_fcc_n20_-9_17,24,-13,-5,-20,9,-17,0.18671,0.726131,-3,-1,3,-10,-111,-47,20,-9,17,-1,-3,3,-54,-67,-85,24,-13,-5,4905,2020,471,struct_S11_fcc_N20_n9_17_Al_M99_201228.2020.out
S11_fcc_N25_n25_13_Al_M99_201228,11,11,1,1,0,50.4788036,0.3333333,0.3333333,0,25,-25,13,S11_fcc_n25_-25_13,25,-25,-13,-23,23,-19,0.0880451,0.9961165,-7,6,25,-703,-716,-25,25,-25,13,9,-10,23,-719,-700,-23,23,-23,-19,1286,31,399,struct_S11_fcc_N25_n25_13_Al_M99_201228.31.out
S11_fcc_N21_n21_25_Al_M99_210621,11,11,1,1,0,50.4788036,0.3333333,0.3333333,0,21,-21,25,S11_fcc_n21_-21_25,27,-27,-7,-21,21,-25,0.256307,0.966595,-1,-1,0,25,-25,-42,21,-21,25,-1,-1,0,-7,7,-54,27,-27,-7,1303,1211,404,struct_S11_fcc_N21_n21_25_Al_M99_210621.1211.out
S11_fcc_N5_28_7_Al_M99_201228,11,11,1,1,0,50.4788036,0.3333333,0.3333333,0,5,28,7,S11_fcc_n5_28_7,28,5,7,-20,-13,-17,0.252089,0.222818,0,-1,4,119,-20,-5,5,28,7,2,-3,2,91,8,-79,13,20,17,1147,1310,476,struct_S11_fcc_N5_28_7_Al_M99_201228.1310.out
S11_fcc_N16_28_7_Al_M99_210625,11,11,1,1,0,50.4788036,0.3333333,0.3333333,0,16,28,7,S11_fcc_n16_28_7,28,16,7,-22,-22,-11,0.1551935,0.0731589,0,-1,4,119,-64,-16,16,28,7,2,-3,2,7,-2,-10,2,2,1,654,281,502,struct_S11_fcc_N16_28_7_Al_M99_210625.281.out
S11_fcc_Nn8_30_13_Al_M99_210621,11,11,1,1,0,50.4788036,0.3333333,0.3333333,0,-8,30,13,S11_fcc_n-8_30_13,30,-8,13,-16,-6,-29,0.4717201,0.3812074,-1,-2,4,146,19,46,-8,30,13,1,-4,2,148,17,-40,6,16,29,312,9,429,struct_S11_fcc_Nn8_30_13_Al_M99_210621.9.out
S11_fcc_Nn16_n28_15_Al_M99_201228,11,11,1,1,0,50.4788036,0.3333333,0.3333333,0,-16,-28,15,S11_fcc_n-16_-28_15,34,10,3,-28,-16,-15,0.149219,0.211028,5,-5,-4,17,1,20,-16,-28,15,1,-1,-8,25,-7,4,-10,-34,3,628,29,487,struct_S11_fcc_Nn16_n28_15_Al_M99_201228.29.out
S11_fcc_Nn13_35_17_Al_M99_201228,11,11,1,1,0,50.4788036,0.3333333,0.3333333,0,-13,35,17,S11_fcc_n-13_35_17,35,-13,17,-17,-5,-37,0.527558,0.414489,1,-4,9,383,134,17,-13,35,17,5,-8,3,347,170,-125,5,17,37,6283,5226,405,struct_S11_fcc_Nn13_35_17_Al_M99_201228.5226.out
S11_fcc_N30_3_20_Al_M99_210625,11,11,1,1,0,50.4788036,0.3333333,0.3333333,0,30,3,20,S11_fcc_n30_3_20,36,-3,-2,-30,-3,-20,0.1671837,0.4334613,-2,0,3,9,-130,6,30,3,20,0,-2,3,-13,-108,-72,36,-3,-2,439,835,541,struct_S11_fcc_N30_3_20_Al_M99_210625.835.out
S11_fcc_N18_n7_45_Al_M99_210622,11,11,1,1,0,50.4788036,0.3333333,0.3333333,0,18,-7,45,S11_fcc_n18_-7_45,38,-27,15,-18,7,-45,0.5844525,0.6199055,4,-9,-3,213,117,-67,18,-7,45,0,-5,-9,159,171,-95,38,-27,15,589,421,412,struct_S11_fcc_N18_n7_45_Al_M99_210622.421.out
S11_fcc_N27_6_29_Al_M99_201228,11,11,1,1,0,50.4788036,0.3333333,0.3333333,0,27,6,29,S11_fcc_n27_6_29,39,-6,7,-27,-6,-29,0.313829,0.406837,-3,-1,3,47,-168,-9,27,6,29,-1,-3,3,3,-124,-123,39,-6,7,1478,2013,488,struct_S11_fcc_N27_6_29_Al_M99_201228.2013.out
S11_fcc_N10_n21_47_Al_M99_210621,11,11,1,1,0,50.4788036,0.3333333,0.3333333,0,10,-21,47,S11_fcc_n10_-21_47,41,-30,13,-21,10,-47,0.550764,0.6620633,1,-4,-2,230,67,-19,10,-21,47,-1,-2,-4,190,107,-101,30,-41,13,585,630,427,struct_S11_fcc_N10_n21_47_Al_M99_210621.630.out
S11_fcc_N23_21_41_Al_M99_210625,11,11,1,1,0,50.4788036,0.3333333,0.3333333,0,23,21,41,S11_fcc_n23_21_41,45,-1,25,-23,-21,-41,0.4416783,0.2271372,1,-5,2,247,-5,-136,23,21,41,1,-5,-2,127,115,-224,45,-1,25,419,653,444,struct_S11_fcc_N23_21_41_Al_M99_210625.653.out
S11_fcc_Nn2_46_17_Al_M99_210621,11,11,1,1,0,50.4788036,0.3333333,0.3333333,0,-2,46,17,S11_fcc_n-2_46_17,46,-2,17,-28,-16,-37,0.3722164,0.2924409,-1,-3,8,419,-1,52,-2,46,17,3,-7,4,371,47,-196,16,28,37,453,516,480,struct_S11_fcc_Nn2_46_17_Al_M99_210621.516.out
S11_fcc_N47_n25_13_Al_M99_201228,11,11,1,1,0,50.4788036,0.3333333,0.3333333,0,47,-25,13,S11_fcc_n47_-25_13,47,-25,-13,-41,19,-31,0.141422,0.733336,-3,-2,7,-149,-368,-169,47,-25,13,1,-6,5,-281,-236,-227,41,-19,-31,5153,3524,469,struct_S11_fcc_N47_n25_13_Al_M99_201228.3524.out
S11_fcc_N27_n5_51_Al_M99_201228,11,11,1,1,0,50.4788036,0.3333333,0.3333333,0,27,-5,51,S11_fcc_n27_-5_51,49,-27,15,-27,5,-51,0.496509,0.574503,4,-9,-3,474,285,-223,27,-5,51,0,-5,-9,318,441,-245,49,-27,15,5067,3185,424,struct_S11_fcc_N27_n5_51_Al_M99_201228.3185.out
S11_fcc_N21_45_47_Al_M99_201228,11,11,1,1,0,50.4788036,0.3333333,0.3333333,0,21,45,47,S11_fcc_n21_45_47,51,15,43,-21,-45,-47,0.432441,0.040771,4,-5,3,74,25,-57,21,45,47,4,-5,-3,34,65,-63,51,15,43,1000,2175,462,struct_S11_fcc_N21_45_47_Al_M99_201228.2175.out
S11_fcc_N71_n49_29_Al_M99_210625,11,11,1,1,0,50.4788036,0.3333333,0.3333333,0,71,-49,29,S11_fcc_n71_-49_29,71,-49,-29,-65,43,-47,0.093367,0.836259,-5,4,19,-349,-498,13,71,-49,29,7,-8,17,-369,-478,-73,65,-43,-47,713,367,487,struct_S11_fcc_N71_n49_29_Al_M99_210625.367.out
S11_fcc_N70_n59_76_Al_M99_210621,11,11,1,1,0,50.4788036,0.3333333,0.3333333,0,70,-59,76,S11_fcc_n70_-59_76,88,-77,-22,-70,59,-76,0.2354789,0.9065474,11,-14,-21,2303,2306,-331,70,-59,76,-5,2,-27,193,226,-19,8,-7,-2,301,116,458,struct_S11_fcc_N70_n59_76_Al_M99_210621.116.out
S13a_fcc_N0_n4_19_Al_M99_201228,13a,13,1,0,0,22.6198649,0.2,0,0,0,-4,19,S13a_fcc_n0_-4_19,0,-11,16,0,4,-19,0.919145,0.393919,-1,19,4,-377,-19,-4,0,-4,19,-1,16,11,-377,-16,-11,0,-11,16,3457,1774,481,struct_S13a_fcc_N0_n4_19_Al_M99_201228.1774.out
S13a_fcc_N0_n5_14_Al_M99_210628,13a,13,1,0,0,22.6198649,0.2,0,0,0,-5,14,S13a_fcc_n0_-5_14,0,-10,11,0,5,-14,0.8574929,0.5144958,3,14,5,-221,42,15,0,-5,14,3,11,10,-221,33,30,0,-10,11,1570,1678,470,struct_S13a_fcc_N0_n5_14_Al_M99_210628.1678.out
S13a_fcc_N0_1_18_Al_M99_210628,13a,13,1,0,0,22.6198649,0.2,0,0,0,1,18,S13a_fcc_n0_1_18,0,-6,17,0,-1,-18,0.9899495,0.1414214,-1,18,-1,-325,-18,1,0,1,18,-1,17,6,-325,-17,-6,0,-6,17,1710,277,506,struct_S13a_fcc_N0_1_18_Al_M99_210628.277.out
S13a_fcc_N0_5_12_Al_M99_210628,13a,13,1,0,0,22.6198649,0.2,0,0,0,5,12,S13a_fcc_n0_5_12,0,-5,12,0,0,-13,0.9805807,0.1961161,-1,0,0,0,-12,5,0,5,12,-1,0,0,0,-1,0,0,0,1,1277,1117,492,struct_S13a_fcc_N0_5_12_Al_M99_210628.1117.out
S13a_fcc_N0_n7_4_Al_M99_201228,13a,13,1,0,0,22.6198649,0.2,0,0,0,-7,4,S13a_fcc_n0_-7_4,0,-4,7,0,1,-8,0.948683,0.316228,-1,4,7,-65,-4,-7,0,-7,4,-1,1,8,-65,-1,-8,0,-8,1,4349,553,485,struct_S13a_fcc_N0_n7_4_Al_M99_201228.553.out
S13a_fcc_N0_n2_3_Al_M99_220118,13a,13,1,0,0,22.6198649,0.2,0,0,0,-2,3,S13a_fcc_n0_-2_3,0,-3,2,0,2,-3,0.7071068,0.7071068,-1,3,2,-13,-3,-2,0,-2,3,-1,2,3,-13,-2,-3,0,-3,2,1360,1169,433,struct_S13a_fcc_N0_n2_3_Al_M99_220118.1169.out
S13a_fcc_N0_n5_1_Al_M99_201228,13a,13,1,0,0,22.6198649,0.2,0,0,0,-5,1,S13a_fcc_n0_-5_1,0,-1,5,0,-1,-5,1,0,0,1,5,-1,0,0,0,-5,1,0,-1,5,-1,0,0,0,-5,-1,1752,449,489,struct_S13a_fcc_N0_n5_1_Al_M99_201228.449.out
S13a_fcc_N1_0_0_Al_M99_201228,13a,13,1,0,0,22.6198649,0.2,0,0,1,0,0,S13a_fcc_n1_0_0,1,0,0,-1,0,0,0,0,0,1,5,0,-5,1,1,0,0,0,-1,5,0,-5,-1,1,0,0,91,33,343,struct_S13a_fcc_N1_0_0_Al_M99_201228.33.out
S13a_fcc_Nn13_n29_63_Al_M99_210628,13a,13,1,0,0,22.6198649,0.2,0,0,-13,-29,63,S13a_fcc_n-13_-29_63,13,-51,47,-13,29,-63,0.6712285,0.4881662,3,3,2,-247,215,48,-13,-29,63,3,2,3,-247,180,127,-13,-51,47,1125,340,468,struct_S13a_fcc_Nn13_n29_63_Al_M99_210628.340.out
S13a_fcc_N13_67_23_Al_M99_210628,13a,13,1,0,0,22.6198649,0.2,0,0,13,67,23,S13a_fcc_n13_67_23,13,-47,53,-13,23,-67,0.7196852,0.4198164,-9,-1,8,559,-311,590,13,67,23,-9,-4,7,559,-514,425,13,53,47,1020,567,482,struct_S13a_fcc_N13_67_23_Al_M99_210628.567.out
S13a_fcc_Nn13_n23_41_Al_M99_210628,13a,13,1,0,0,22.6198649,0.2,0,0,-13,-23,41,S13a_fcc_n-13_-23_41,13,-37,29,-13,23,-41,0.5777926,0.4952508,1,3,2,-169,67,-16,-13,-23,41,1,2,3,-169,68,11,-13,-37,29,1402,493,462,struct_S13a_fcc_Nn13_n23_41_Al_M99_210628.493.out
S13a_fcc_N13_79_5_Al_M99_210628,13a,13,1,0,0,22.6198649,0.2,0,0,13,79,5,S13a_fcc_n13_79_5,13,-35,71,-13,5,-79,0.8204952,0.2187987,-8,1,5,26,-7,43,13,79,5,-8,-1,5,26,-23,37,13,71,35,1026,1016,515,struct_S13a_fcc_N13_79_5_Al_M99_210628.1016.out
S13a_fcc_N13_27_18_Al_M99_210628,13a,13,1,0,0,22.6198649,0.2,0,0,13,27,18,S13a_fcc_n13_27_18,13,-27,18,-13,18,-27,0.4784605,0.4784605,-9,-1,8,117,-133,115,13,27,18,-9,-4,7,117,-167,55,13,18,27,1026,918,462,struct_S13a_fcc_N13_27_18_Al_M99_210628.918.out
S13a_fcc_N13_27_83_Al_M99_210628,13a,13,1,0,0,22.6198649,0.2,0,0,13,27,83,S13a_fcc_n13_27_83,13,-27,83,-13,-7,-87,0.8561826,0.1007274,-4,5,-1,-442,-319,173,13,27,83,-4,5,1,-442,-361,37,13,-7,87,873,485,511,struct_S13a_fcc_N13_27_83_Al_M99_210628.485.out
S13a_fcc_N13_21_53_Al_M99_210628,13a,13,1,0,0,22.6198649,0.2,0,0,13,21,53,S13a_fcc_n13_21_53,13,-21,53,-13,-1,-57,0.7847695,0.1426854,-4,5,-1,-286,-199,149,13,21,53,-4,5,1,-286,-241,61,13,-1,57,1292,1655,502,struct_S13a_fcc_N13_21_53_Al_M99_210628.1655.out
S13a_fcc_N13_18_12_Al_M99_210628,13a,13,1,0,0,22.6198649,0.2,0,0,13,18,12,S13a_fcc_n13_18_12,13,-18,12,-13,12,-18,0.4000396,0.4000396,-6,1,5,78,-137,121,13,18,12,-6,-1,5,78,-173,59,13,12,18,1214,423,438,struct_S13a_fcc_N13_18_12_Al_M99_210628.423.out
S13a_fcc_N13_18_25_Al_M99_201228,13a,13,1,0,0,22.6198649,0.2,0,0,13,18,25,S13a_fcc_n13_18_25,13,-18,25,-13,7,-30,0.603934,0.274516,-3,-2,3,52,-57,14,13,18,25,-3,-3,2,52,-58,-9,13,7,30,2037,2528,470,struct_S13a_fcc_N13_18_25_Al_M99_201228.2528.out
S13a_fcc_Nn13_n9_20_Al_M99_210628,13a,13,1,0,0,22.6198649,0.2,0,0,-13,-9,20,S13a_fcc_n-13_-9_20,13,-16,15,-13,9,-20,0.4636063,0.3311473,1,3,2,-39,23,-15,-13,-9,20,1,2,3,-39,27,-5,-13,-16,15,1060,175,434,struct_S13a_fcc_Nn13_n9_20_Al_M99_210628.175.out
S13a_fcc_N13_27_5_Al_M99_201228,13a,13,1,0,0,22.6198649,0.2,0,0,13,27,5,S13a_fcc_n13_27_5,13,-15,23,-13,5,-27,0.5877031,0.2350812,-4,1,5,130,-85,121,13,27,5,-4,-1,5,130,-125,79,13,23,15,1657,917,451,struct_S13a_fcc_N13_27_5_Al_M99_201228.917.out
S13a_fcc_N13_12_8_Al_M99_210628,13a,13,1,0,0,22.6198649,0.2,0,0,13,12,8,S13a_fcc_n13_12_8,13,-12,8,-13,8,-12,0.3145942,0.3145942,-4,5,-1,-52,-19,113,13,12,8,-4,5,1,-52,-61,97,13,8,12,992,408,415,struct_S13a_fcc_N13_12_8_Al_M99_210628.408.out
S13a_fcc_N13_14_5_Al_M99_210628,13a,13,1,0,0,22.6198649,0.2,0,0,13,14,5,S13a_fcc_n13_14_5,13,-10,11,-13,5,-14,0.3892569,0.2335542,-7,4,7,13,-21,25,13,14,5,-7,1,8,13,-29,15,13,11,10,1045,70,416,struct_S13a_fcc_N13_14_5_Al_M99_210628.70.out
S13a_fcc_N13_n22_7_Al_M99_210628,13a,13,1,0,0,22.6198649,0.2,0,0,13,-22,7,S13a_fcc_n13_-22_7,13,-7,22,-13,-2,-23,0.5809703,0.0645523,3,4,7,-91,-35,59,13,-22,7,3,1,8,-91,-55,41,13,-23,-2,1166,633,467,struct_S13a_fcc_N13_n22_7_Al_M99_210628.633.out
S13a_fcc_N13_6_4_Al_M99_210628,13a,13,1,0,0,22.6198649,0.2,0,0,13,6,4,S13a_fcc_n13_6_4,13,-6,4,-13,4,-6,0.1829831,0.1829831,-2,5,-1,-26,5,77,13,6,4,-2,5,1,-26,-25,73,13,4,6,1216,1333,377,struct_S13a_fcc_N13_6_4_Al_M99_210628.1333.out
S13a_fcc_N13_n30_6_Al_M99_201228,13a,13,1,0,0,22.6198649,0.2,0,0,13,-30,6,S13a_fcc_n13_-30_6,13,-6,30,-13,-6,-30,0.661615,0,0,1,5,-12,-5,1,13,-30,6,0,-1,5,-12,-5,-1,13,-30,-6,2938,671,484,struct_S13a_fcc_N13_n30_6_Al_M99_201228.671.out
S13a_fcc_N13_n20_4_Al_M99_210628,13a,13,1,0,0,22.6198649,0.2,0,0,13,-20,4,S13a_fcc_n13_-20_4,13,-4,20,-13,-4,-20,0.5484767,-0,0,1,5,-8,-5,1,13,-20,4,0,-1,5,-8,-5,-1,13,-20,-4,591,510,460,struct_S13a_fcc_N13_n20_4_Al_M99_210628.510.out
S13a_fcc_N13_3_2_Al_M99_210628,13a,13,1,0,0,22.6198649,0.2,0,0,13,3,2,S13a_fcc_n13_3_2,13,-3,2,-13,2,-3,0.0962416,0.0962416,-1,3,2,0,-2,3,13,3,2,-1,2,3,0,-3,2,13,2,3,1108,582,346,struct_S13a_fcc_N13_3_2_Al_M99_210628.582.out
S13a_fcc_N13_2_10_Al_M99_201228,13a,13,1,0,0,22.6198649,0.2,0,0,13,2,10,S13a_fcc_n13_2_10,13,-2,10,-13,-2,-10,0.3454303,-0,0,5,-1,-4,1,5,13,2,10,0,5,1,-4,-1,5,13,-2,10,1058,217,406,struct_S13a_fcc_N13_2_10_Al_M99_201228.217.out
